duration,title,channel,published,time
0:0,How To Use uv in Production - Simple Docker Setup,NeuralNine,2 months ago,0.0
0:0,Cynthia Ukawu - From Pandas to PySpark | PyData Virginia 2025,PyData,2 months ago,0.0
0:0,"Krishnan, Liu, Puri, & Rojas - Build Your Own Data Science AI Agents | PyData Virginia 2025",PyData,2 months ago,0.0
0:0,Day 3 Recap - AI Engineer World's Fair,Trelis Research,2 months ago,0.0
0:0,[Session] MCP vs ACP vs A2A: Comparing Agent Protocols with Laurie Voss from LlamaIndex,MCP Developers Summit,2 months ago,0.0
0:0,The Utility of Interpretability — Emmanuel Amiesen,Latent Space,2 months ago,0.0
0:0,The Latent Space Hypothesis,Richard Aragon,2 months ago,0.0
0:0,Day 1 Recap - AI Engineer World's Fair,Trelis Research,2 months ago,0.0
0:0,LlamaIndex Webinar: RAPTOR - Tree-Structured Indexing and Retrieval,LlamaIndex,1 year ago,0.0
0:0,Backpropagation with Automatic Differentiation from Scratch in Python,Deep Learning with Yacine,2 months ago,0.0
0:0,New LORA Method Plus LLM Model Predictability Breakthrough,Richard Aragon,2 months ago,0.0
0:0,AI Engineer World’s Fair 2025 - Retrieval + Search,AI Engineer,Streamed 2 months ago,0.0
0:0,AI Engineer World's Fair 2025 - Evals,AI Engineer,Streamed 2 months ago,0.0
0:0,AI Engineer World’s Fair 2025 - Reasoning + RL,AI Engineer,Streamed 2 months ago,0.0
0:0,FedRAG - Fine-Tune RAG Systems in Distributed Environment - Install Locally,Fahd Mirza,2 months ago,0.0
0:0,"Summarize Annual Reports in Python (10-K, Financial Documents)",NeuralNine,2 months ago,0.0
0:0,Building with Reasoning LLMs | n8n Agentic RAG Demo + Template,Elvis Saravia,2 months ago,0.0
0:0,Will Ayd & Matt Topol - Practical Applications of Apache Arrow | PyData Virginia 2025,PyData,2 months ago,0.0
0:0,MacKenzye Leroy - Building a Robust Evaluation Framework for GenAI Productivity Tools,PyData,2 months ago,0.0
30:42,Now playing,Suhas Pai - Making the most of test-time compute in LLMs,PyData,30.7
16:41,Now playing,"Effective AI Agents Need Data Flywheels, Not The Next Biggest LLM – Sylendran Arunagiri, NVIDIA",AI Engineer,16.68
5:03,Now playing,"open-rag-eval: RAG Evaluation without ""golden"" answers — Ofer Mendelevitch, Vectara",AI Engineer,5.05
17:05,Now playing,How to build an agent with MCP and full observability (in Python),Underfitted,17.08
41:34,Now playing,Cascading Complexity: AI World Models (Demo),Discover AI,41.57
53:07,Now playing,How Product Metrics Become LLM Evaluations,MLOps.community,53.12
11:20,Now playing,The Benchmarks Game: Why It's Rigged and How You Can (Really) Win - Darius Emrani,AI Engineer,11.33
21:13,Now playing,The Current State of Browser Agents - Jerry Wu and Wyatt Marshall,AI Engineer,21.22
18:52,Now playing,The RAG Stack We Landed On After 37 Fails - Jonathan Fernandes,AI Engineer,18.87
7:58,Now playing,"Real AI Agents Need Planning, Not Just Prompting - Yuval Belfer",AI Engineer,7.97
13:32,Now playing,How agents broke app-level infrastructure - Evan Boyle,AI Engineer,13.53
14:11,Now playing,Will Agent evaluation via MCP Stabilize Agent Networks? - Ari Heljakka,AI Engineer,14.18
35:30,Now playing,MCP Agent Fine tuning Workshop - Ronan McGovern,AI Engineer,35.5
40:18,Now playing,Arrakis: How To Build An AI Sandbox From Scratch - Abhishek Bhardwaj,AI Engineer,40.3
25:39,Now playing,7 Habits of Highly Effective Generative AI Evaluations - Justin Muller,AI Engineer,25.65
18:39,Now playing,"Agents reported thousands of bugs, how many were real? - Ian Butler and Nick Gregory",AI Engineer,18.65
20:47,Now playing,The Coherence Trap: Why LLMs Feel Smart (But Aren’t Thinking) - Travis Frisinger,AI Engineer,20.78
32:52,Now playing,The Knowledge Graph Mullet: Trimming GraphRAG Complexity - William Lyon,AI Engineer,32.87
7:22,Now playing,Building Reliable Support Agents Using the Effect Typescript Library - Michael Fester,AI Engineer,7.37
28:04,Now playing,Agentic Enterprise - What your CEO must know about AI - Hubert Misztela,AI Engineer,28.07
20:58,Now playing,"The Agent Native Company — Rick Blalock, Agentuity",AI Engineer,20.97
27:02,Now playing,Breaking the Chain: Agent Continuations for Resumable AI Workflows - Greg Benson,AI Engineer,27.03
14:11,Now playing,The 4 Patterns of AI Native Development — Patrick Debois,AI Engineer,14.18
38:28,Now playing,How Scale Makes Distributed Systems Slower • Jonathan Magen • GOTO 2024,GOTO Conferences,38.47
59:33,Now playing,AI implementation strategies and the power of AI agents | GenAI LIVE!,AWS Events,59.55
0:0,"What did Google's AI Co-Scientist ""Discover""? The Human Scientists' POV, from the Podovirus podcast","Cognitive Revolution ""How AI Changes Everything""",2 months ago,0.0
0:0,Install Ragbits with Ollama - Building Blocks for Rapid Development of GenAI Applications,Fahd Mirza,2 months ago,0.0
0:0,AI Engineer World’s Fair 2025 — GraphRAG,AI Engineer,Streamed 2 months ago,0.0
0:0,Build your first Agentic AI app step-by-step with Strands Agents & MCP,AWS Events,Streamed 2 months ago,0.0
0:0,Faster LLMs: Accelerate Inference with Speculative Decoding,IBM Technology,2 months ago,0.0
0:0,"EASIEST Way to Scrape Any Website using DeepSeek, Gemini & Crawl4AI",Prompt Engineering,2 months ago,0.0
0:0,How to turn your data into a knowledge graph in 5 lines of code,Underfitted,2 months ago,0.0
0:0,"Emergence in AI uncovered (MCP, A2A, World Model)?",Discover AI,2 months ago,0.0
0:0,Continuous Thought Machines (CTMs) - The Era of AI Beyond Transformers?,AI Papers Academy,2 months ago,0.0
0:0,"Why the Best AI Agents Are Built Without Frameworks (Primitives over Frameworks) — Ahmad Awais, CHAI",AI Engineer,2 months ago,0.0
0:0,Retrieval-Augmented Generation as Noisy In-Context Learning: A Unified Theory and Risk Bounds,Richard Aragon,2 months ago,0.0
0:0,HiddenLayer Webinar: A Guide to AI Red Teaming,HiddenLayer,1 year ago,0.0
0:0,LLM Vulnerability Scanning with garak. Tutorial: Test your own chat bots!,Embrace The Red,1 year ago,0.0
0:0,PyRIT: A Framework for Security Risk Identification and Red Teaming in Generative AI Systems,CAMLIS,8 months ago,0.0
0:0,AI Red Teaming in 2024 and Beyond,AI Security Podcast,8 months ago,0.0
0:0,Red Teaming of LLM Applications: Going from Prototype to Production,Databricks,1 year ago,0.0
0:0,"Spikee #4 - Bypassing LLM Guardrails (Anti-spotlighting, Best of N attacks)",Donato Capitella,2 months ago,0.0
0:0,"How ""finally"" works in Python [3.14 update]",Indently,2 months ago,0.0
0:0,Everything you need to know about MCP - A complete walkthrough of the protocol,Underfitted,2 months ago,0.0
0:0,Building Intelligent Apps and Smart AI Integration using MCP (Model Context Protocol),345 Technology,2 months ago,0.0
0:0,Build an AI agent from scratch in RAW Python | AI Agent hands-on,AI Bites,2 months ago,0.0
0:0,21 - AI Agents Will Replace Manual QA: Playwright MCP + Agentic IDE,AI Anytime,2 months ago,0.0
0:0,How to Survive in Tech When Everything's Changing w/ 21-year Veteran Dev Joe Attardi [Podcast #174],freeCodeCamp.org,2 months ago,0.0
0:0,The AI Coding Factory,Latent Space,2 months ago,0.0
0:0,"7 Prompting Strategies from Claude 4's ""System Prompt"" Leak",AI News & Strategy Daily | Nate B Jones,2 months ago,0.0
0:0,MMaDA: Multimodal Large Diffusion Language Models - Paper Walkthrough,DataMListic,2 months ago,0.0
0:0,Google ADK: Agent Development Kit,AI Makerspace,Streamed 2 months ago,0.0
0:0,Masked Self-Attention from Scratch in Python,Deep Learning with Yacine,2 months ago,0.0
0:0,MCP - RAG & Self-Evolve Agent ALITA,Discover AI,2 months ago,0.0
0:0,Model as Loss: A Self Consistent Training Paradigm,Richard Aragon,2 months ago,0.0
0:0,How to Solve the #1 Blocker for Getting AI Agents in Production | LangChain Interrupt,LangChain,2 months ago,0.0
0:0,Agentic Enrichment: Unlock Data to Agents with MCP,Featureform,Streamed 2 months ago,0.0
0:0,Why MCP really is a big deal | Model Context Protocol with Tim Berglund,Confluent Developer,2 months ago,0.0
0:0,Why would anyone let LLMs predict 4 tokens at once?,bycloud,2 months ago,0.0
0:0,"Securing AI Systems: Protecting Data, Models, & Usage",IBM Technology,2 months ago,0.0
0:0,The Master Prompt Method: Unlock AI’s Full Potential (Part 1),Tiago Forte,3 months ago,0.0
0:0,Tricks to Fine Tuning // Prithviraj Ammanabrolu // MLOps Podcast #318,MLOps.community,2 months ago,0.0
0:0,LoRA Fine-tuning Tiny LLMs as Expert Agents,James Briggs,2 months ago,0.0
0:0,Run Gemini-Scale AI Agents on Your Phone !!!📱 | New Structured Distillation Guide 2025,MG,2 months ago,0.0
0:0,Diffusion Language Models Explained With Simple Math!,Shea Brown,2 months ago,0.0
0:0,GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem,AI Engineer,11 months ago,0.0
0:0,The Easiest Way To Deploy Open Source Models...,NeuralNine,2 months ago,0.0
0:0,Chain of Thought for Dynamic Multimodal Spatial Reasoning,Richard Aragon,2 months ago,0.0
0:0,LlamaIndex Agent Memory: From Short-Term Storage to Intelligent Retention,AI Makerspace,Streamed 1 month ago,0.0
0:0,From LLMs to Agent Loops: An Introduction to Building AI Agents,Automata Learning Lab,2 months ago,0.0
0:0,How I'd Learn AI Agents FAST if I Had to Start Over (Full Roadmap),Cole Medin,2 months ago,0.0
0:0,"Live - Disaggregated LLM Inference: Past, Present and Future",GPU MODE,Streamed 2 months ago,0.0
0:0,Express Yourself with Code - An Intro to Live Coding Music with Sonic Pi • Sam Aaron • YOW! 2020,GOTO Conferences,2 months ago,0.0
0:0,Practical GraphRAG Making LLMs smarter with Knowledge Graphs — Alison Cossette (PyBay 2024),SF Python,9 months ago,0.0
0:0,MMaDA: Multimodal Large Diffusion Language Models,Arxiv Papers,2 months ago,0.0
0:0,Agents in action: Document processing 2.0 | OD814,Microsoft Developer,2 months ago,0.0
0:0,"Google DeepMind CTO: Advancing AI Frontier, New Reasoning Methods, Video Generation’s Potential",Alex Kantrowitz,2 months ago,0.0
0:0,Controlling Language Models–Lisa Li (Stanford),Paul G. Allen School,2 months ago,0.0
0:0,The Viterbi Algorithm | Hidden Markov Models Part 2,DataMListic,2 months ago,0.0
0:0,From Text-RAG to Vision-RAG,Jason Liu,2 months ago,0.0
0:0,Build Complete Document Retrieval Pipeline Using GTE-ModernColBERT Locally,Fahd Mirza,2 months ago,0.0
0:0,Multi-LLM Multi-Agents are cheaper & better (No OPUS 4),Discover AI,2 months ago,0.0
0:0,"⚡️Multi-Turn RL for Multi-Hour Agents — with Will Brown, Prime Intellect",Latent Space,2 months ago,0.0
14:50,Now playing,Q&A Document Retrieval With DPR,James Briggs,14.83
12:17,Now playing,Dense Passage Retrieval for Open-Domain Question Answering (Research Paper Walkthrough),TechViz - The Data Science Guy,12.28
8:16,Now playing,Understanding Reciprocal Rank Fusion in Hybrid Search [Advanced RAG],TechViz - The Data Science Guy,8.27
47:57,Now playing,LLM Fine-Tuning 04: Top 10 LLM Fine-Tuning Frameworks for 2025 | Best Tools for Finetuning AI Agents,Sunny Savita,47.95
20:12,Now playing,"Open and Sustainable AI challenges, opportunities and the road ahead in the life sciences",Richard Aragon,20.2
17:22,Now playing,Diffusion Language Models vs Autoregressive Language Models - What you need to know.,Neural Breakdown with AVB,17.37
5:54,Now playing,Real-Time VOICE Cloning 💥 The Best Low-latency AI Speech Engine 💥,1littlecoder,5.9
7:11,Now playing,Harnessing the Universal Geometry of Embeddings: Cornell University,Richard Aragon,7.18
11:20,Now playing,"Google CEO Sundar Pichai on Gemini, Self-improving AI, and World Models",Matthew Berman,11.33
0:0,The DDoS Takedown: How AWS is Disrupting the Disruptors | Amazon Web Services,Amazon Web Services,2 months ago,0.0
0:0,The Push to Productize AI,The AI Daily Brief: Artificial Intelligence News,2 months ago,0.0
0:0,We Built a News Bot That Only Shares What You Like!,TwoSetAI,2 months ago,0.0
0:0,Forecast Anything with Transformers with Chronos or PatchTST,Trelis Research,2 months ago,0.0
0:0,The Philosophy of Software Design – with John Ousterhout,The Pragmatic Engineer,3 months ago,0.0
0:0,The myth of automation: How AI is and will remain dependent on cheap labour,WageIndicator Foundation,2 months ago,0.0
0:0,7-Figure AI Consultant - Secrets to Reliable Agents,Arseny Shatokhin,2 months ago,0.0
0:0,AG-UI Just Released: The NEW WAVE of AI Agent Apps,Cole Medin,2 months ago,0.0
0:0,You’re Probably Doing RAG Wrong (n8n + Code),Hunter Sneed,3 months ago,0.0
0:0,Beyond Guardrails: Defending LLMs Against Sophisticated Attacks,Gradient Flow,2 months ago,0.0
0:0,'Forbidden' AI Technique - Computerphile,Computerphile,2 months ago,0.0
0:0,"Distill AGENTS before You Quantize: SAD (Harvard, MIT)",Discover AI,2 months ago,0.0
0:0,Google Jules: New FULLY FREE Async AI Coder Is INSANE! RIP Codex and Copilot!,WorldofAI,2 months ago,0.0
0:0,19 - OpenMemory MCP: Secure and Local Memory for AI Agents,AI Anytime,2 months ago,0.0
0:0,Coding Masked Self-Attention from Scratch in Python | Deep Learning Study Session,Deep Learning with Yacine,Streamed 2 months ago,0.0
8:05,Now playing,Multi File RAG n8n AI Agent,Data Science in your pocket,8.08
1:04:10,Now playing,AnyMCP: Deploying MCP Servers,AI Makerspace,64.17
13:51,Now playing,Here Comes the Internet of Agents,The AI Daily Brief: Artificial Intelligence News,13.85
5:35,Now playing,ParScale: Efficient Parallel LM Scaling,AI Research Roundup,5.58
31:40,Now playing,AI Agent Security: Threats & Defenses for Modern Deployments,MLSecOps,31.67
9:30,Now playing,Building Light RAG using FAISS & Neo4j | Step-by-Step Tutorial,Tech with Homayoun,9.5
36:33,Now playing,400x Faster Embeddings! - Static & Distilled Embedding Models,Adam Lucek,36.55
32:05,Now playing,DeepWiki: The GitHub Encyclopedia,Latent Space,32.08
8:11,Now playing,Google MedGemma - Medical Text and Image Comprehension - Install Locally,Fahd Mirza,8.18
3:09:52,Now playing,LangGraph Complete Course for Beginners – Complex AI Agents with Python,freeCodeCamp.org,189.87
17:23,Now playing,1984 for AI: Real-Time Thought Correction in AI Agents,Discover AI,17.38
1:00:10,Now playing,AI evaluations on Amazon Bedrock | AWS Show and Tell - Generative AI | S1 E16,AWS Events,60.17
1:01:01,Now playing,"Stanford CS25: V5 I The Advent of AGI, Div Garg",Stanford Online,61.02
59:38,Now playing,JEPA - A Path Towards Autonomous Machine Intelligence (Paper Explained),Yannic Kilcher,59.63
0:0,"The RAISE Act: Minimum Standards for Frontier AI Development, with NY Assembly Member Alex Bores","Cognitive Revolution ""How AI Changes Everything""",2 months ago,0.0
0:0,Calculating Memory Requirements Of LLMs,Mosleh,2 months ago,0.0
0:0,Vector Databases Explained With An Easy Example!,Alireza Chegini  | AI Automation Architecture ,2 months ago,0.0
0:0,RLHF’s Missing Piece: Qwen’s World Model Aligns AI w/ Human Values (GRPO),Discover AI,2 months ago,0.0
0:0,Token-Efficient Long Video Understanding for Multimodal LLMs | Paper explained,AI Coffee Break with Letitia,2 months ago,0.0
0:0,Risks of Agentic AI: What You Need to Know About Autonomous AI,IBM Technology,2 months ago,0.0
0:0,"When Will We Give AI True Memory? A conversation with Edo Liberty, CEO and founder @ Pinecone",Turing Post,2 months ago,0.0
0:0,MIT Technology Review’s EmTech Conference: What’s Next?,Microsoft Research,2 months ago,0.0
0:0,I changed databases again (please learn from my mistakes),Theo - t3․gg,2 months ago,0.0
0:0,The New Jobs That AI Will Create (with Dell's Chief AI Officer John Roese),Super Data Science: ML & AI Podcast with Jon Krohn,2 months ago,0.0
0:0,MLSys'25 - QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving,MIT HAN Lab,2 months ago,0.0
0:0,MLSys'25 - LServe: Efficient Long-sequence LLM Serving with Unified Sparse Attention,MIT HAN Lab,2 months ago,0.0
0:0,"887: Multi-Agent Teams, Quantum Computing and the Future of Work — with Dell’s Global CTO John Roese",Super Data Science: ML & AI Podcast with Jon Krohn,2 months ago,0.0
0:0,A2A - MCP SECURITY Threats: Protect your AI Agents,Discover AI,2 months ago,0.0
0:0,Fine-Tuning Local Models with LoRA in Python (Theory & Code),NeuralNine,2 months ago,0.0
0:0,AI Red Teaming & Securing Enterprise AI with Leonard Tang of Haize Labs,AI Security Podcast,2 months ago,0.0
0:0,Ethics in AI's Wild West: Biases & Responsibilities • Michelle Frost & Hannes Lowette • GOTO 2025,GOTO Conferences,2 months ago,0.0
0:0,Dr Hicham Badri - Optimizing Linear Layers for Faster Inference,Cohere,2 months ago,0.0
0:0,Introduction to Reasoning LLMs [1hr Talk],Elvis Saravia,2 months ago,0.0
0:0,MLOps with Databricks // Maria Vechtomova // MLOps Podcast #314,MLOps.community,2 months ago,0.0
0:0,Multimodal RAG: ColPali + Byaldi + Vision AI Models ⚡,AI Anytime,2 months ago,0.0
0:0,0.6B to 235B: HOW TO Build Qwen3’s Dual Mode AI,Discover AI,2 months ago,0.0
0:0,SCARY Good! Clone Websites With DeepAgent (including Backend) 🤯,1littlecoder,2 months ago,0.0
0:0,Agent2Agent Protocol,AI Makerspace,Streamed 2 months ago,0.0
0:0,A Simple Postgres Logger for OpenAI Endpoints - Open Source,Trelis Research,2 months ago,0.0
0:0,"Titans: Neural Long-Term Memory for LLMs, with author Ali Behrouz","Cognitive Revolution ""How AI Changes Everything""",2 months ago,0.0
0:0,This is HUGE for LLM Efficiency 💥 End of Tokenization? 💥,1littlecoder,2 months ago,0.0
0:0,"AI in M&A: Building, Buying, and the Future of Dealmaking // Kison Patel // MLOps Podcast #315",MLOps.community,2 months ago,0.0
0:0,"DEEPSEEK: NEW Paper (MLA, MTP, FP8T, EP) before R2",Discover AI,2 months ago,0.0
0:0,"Google’s New Stack: Gemini On-Prem, ADK, Open Models -- Interview",Prompt Engineering,2 months ago,0.0
0:0,Attention Sink: The Fluke That Made LLMs Actually Usable,bycloud,2 months ago,0.0
0:0,AI Video Gen Just Got Smart: GPDiT,Discover AI,2 months ago,0.0
0:0,"No Chunks, No Embeddings: OpenAI’s Index‑Free Long RAG",Prompt Engineering,2 months ago,0.0
0:0,AI Competition Shifts From Model to App Layer,The AI Daily Brief: Artificial Intelligence News,2 months ago,0.0
0:0,LLMs and AI Agents: Transforming Unstructured Data,IBM Technology,2 months ago,0.0
15:33,Now playing,Primary Visual Cortex: How brain processes what we see,CodeEmporium,15.55
4:24,Now playing,The ONLY Free ASR To Transcribe Speech-to-Text in 2025,1littlecoder,4.4
35:23,Now playing,Neural Software | Future of AI,Lambda,35.38
25:04,Now playing,"New Anthropic Study: AIs Hide Plans, Cheat Quietly",Prompt Engineering,25.07
10:46,Now playing,Does AI Search Threaten the Business Model of the Internet,The AI Daily Brief: Artificial Intelligence News,10.77
19:20,Now playing,NEW AI Thought Machine - Artificial Time (No Transformer),Discover AI,19.33
55:50,Now playing,Decision Dials • Venkat Subramaniam • GOTO 2024,GOTO Conferences,55.83
9:08,Now playing,Oddly useful Linux tools you probably haven't seen before,Bread on Penguins,9.13
22:06,Now playing,Courses Are Dead? Google Gemini 2.5 Changes Everything for Online Educators,AI Learning Communities,22.1
0:0,LLM models are almost good enough to automatically do impactful things,How AI Is Built,2 months ago,0.0
0:0,Meta Drops Perception LM - Image and Video Analysis with AI - Install Locally,Fahd Mirza,2 months ago,0.0
0:0,Good LLMs need BAD Data: The Shocking Truth by HARVARD,Discover AI,2 months ago,0.0
0:0,How to use OpenAI Deep Research | The ULTIMATE Guide,Elvis Saravia,3 months ago,0.0
0:0,How to learn AI Engineering?,Deep Learning with Yacine,3 months ago,0.0
0:0,What are Multi-Agent Systems in deep learning? | Theory Overview with MetaGPT,Deep Learning with Yacine,3 months ago,0.0
0:0,What is the Transformers’ Context Window in Deep Learning? (and how to make it LONG),Deep Learning with Yacine,2 months ago,0.0
0:0,Beginner’s Guide to Pandas diff(): Comparing Rows and Columns,Ryan & Matt Data Science,2 months ago,0.0
0:0,Meet the Neuroscientist Unlocking the Hidden Language of Intelligence! Dr Chris Summerfield,Giant's Shoulder ,3 months ago,0.0
0:0,Transformers are Universal Learning Machines,AI News & Strategy Daily | Nate B Jones,3 months ago,0.0
0:0,"Fine tune Gemma 3, Qwen3, Llama 4, Phi 4 and Mistral Small with Unsloth and Transformers",Trelis Research,3 months ago,0.0
0:0,Re-Coding Reality: Theorem Prover & Next-Gen AI (DeepSeek),Discover AI,3 months ago,0.0
0:0,Why Don't AI Agents Work (Yet)?,Mutual Information,3 months ago,0.0
0:0,I Need To Hire An Intern: Watch This Video For More Info,Richard Aragon,3 months ago,0.0
0:0,"Claude AI's Massive LEAKED Prompt — 24,000 Tokens of INSANITY!",1littlecoder,3 months ago,0.0
0:0,AI SWARM BUILDS YOUR CODE! 🤯 Ant-Inspired Orchestration (New Roo Modes),Pheromind,3 months ago,0.0
0:0,LLM Evals: Common Mistakes,Hamel Husain,3 months ago,0.0
0:0,🚀 New Streamable HTTP MCP Servers: Real‑Time AI Integration Unleashed!,TechieTalksAI,3 months ago,0.0
0:0,"HyperGRAPHS: Exploding Node-Dimensions, Hyperedges",Discover AI,3 months ago,0.0
0:0,Physics Inspired Energy Transition Neural Network,Richard Aragon,3 months ago,0.0
0:0,OpenAI Gives Up On For-Profit Conversion,The AI Daily Brief: Artificial Intelligence News,3 months ago,0.0
0:0,how to deal with reasoning AIs that just can't stop yapping,bycloud,3 months ago,0.0
0:0,Train Your Own Vision Language Model From Scratch With NanoVLM!,Richard Aragon,3 months ago,0.0
0:0,OpenAI bought Windsurf,AI News & Strategy Daily | Nate B Jones,3 months ago,0.0
0:0,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 7: Parallelism 1,Stanford Online,3 months ago,0.0
0:0,Minos Refusal Classifier - Detect Refusals in Text - Install and Test Locally,Fahd Mirza,3 months ago,0.0
0:0,Making AI Reliable is the Greatest Challenge of the 2020s // Alon Bochman // MLOps Podcast #312,MLOps.community,3 months ago,0.0
0:0,New News: Attempting To Get LLM Models To Learn New Facts,Richard Aragon,3 months ago,0.0
0:0,Gemini 2.5 Pro's: The Best Coding Model Just got Better,Prompt Engineering,3 months ago,0.0
0:0,ChatGPT Leaked Prompt explained,Data Science in your pocket,3 months ago,0.0
0:0,How-To Create RAG Pipeline with Docling on PDF with Images and Tables,Fahd Mirza,3 months ago,0.0
0:0,Qwen3 Inference and MCP Agents,Trelis Research,3 months ago,0.0
0:0,QWEN-3: EASIEST WAY TO FINE-TUNE WITH REASONING 🙌,Prompt Engineering,3 months ago,0.0
0:0,Uncertainty AI: Breakthrough for Human-AI Reasoning,Discover AI,3 months ago,0.0
0:0,98.5% Accuracy with 8k Params! The RG AEG Secret!,Richard Aragon,3 months ago,0.0
0:0,"AI Control: Using Untrusted Systems Safely with Buck Shlegeris, Redwood Research (80,000 Hours Pod)","Cognitive Revolution ""How AI Changes Everything""",3 months ago,0.0
1:20:45,Now playing,Enterprise RAG Done Right: Lessons from the Field,Daniel Zivkovic,80.75
6:03,Now playing,China's Monster AI Is Here — And It's Open-Source,1littlecoder,6.05
14:46,Now playing,Anthropic CEO Admits We Have No Idea How AI Works,Richard Aragon,14.77
18:30,Now playing,A Smarter Way to Fine-Tune LLMs,Discover AI,18.5
9:05,Now playing,"""is"" vs ""=="" Explained in Detail in Python",Indently,9.08
29:59,Now playing,Mixture of Experts (MoE) Introduction,Vizuara,29.98
49:58,Now playing,"Machine Intelligence - Lecture 21 (Naive Bayes, Swarm Intelligence, Ant Colonies)",Kimia Lab,49.97
49:21,Now playing,Learning Together Episode 1: Matryoshka Principles for Adaptive Intelligence,Together AI,49.35
1:01:36,Now playing,"Behavior Modeling, Secondary AI Effects, Bias Reduction & Synthetic Data // Devansh Devansh // #311",MLOps.community,61.6
8:35,Now playing,Perception Language Models (PLMs) by Meta – A Fully Open SOTA VLM,AI Papers Academy,8.58
11:03,Now playing,Understanding Is Compression: LLM Models Crush All Currently Known Compression Methods,Richard Aragon,11.05
1:20:22,Now playing,"Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 6: Kernels, Triton",Stanford Online,80.37
20:01,Now playing,Poisoned AI Agents - Toxic Prompts #AI,Discover AI,20.02
2:01:42,Now playing,"Blueprint for AI Armageddon: Josh Clymer Imagines AI Takeover, from the Audio Tokens Podcast","Cognitive Revolution ""How AI Changes Everything""",121.7
1:04:13,Now playing,[Paper Reading] LLM Post-Training: A Deep Dive into Reasoning LLMs,SupportVectors,64.22
0:0,Beyond LLMs: Building Smarter Search with Superlinked & Qdrant,Qdrant Vector Database & Search Engine,Streamed 2 months ago,0.0
0:0,LangMem: Adding Semantic LongTerm Memory with LangGraph Agents,Aritra Sen,3 months ago,0.0
0:0,Prompt Caching in Amazon Bedrock: Hands-on Tutorial with Claude 3.7,Fahd Mirza,3 months ago,0.0
0:0,Finetuning 3.0 – How to finetune models on Together AI,Together AI,Streamed 3 months ago,0.0
0:0,A-MEM: Agentic Memory for LLM Agents // April Reading Group,MLOps.community,3 months ago,0.0
0:0,Hidden Model Settings That Will Transform Your Agents,Launch Intelligence,3 months ago,0.0
0:0,Generative AI for Healthcare (Part 1): Demystifying Large Language Models,Stanford Online,3 months ago,0.0
0:0,Knowledge Distillation: How LLMs train each other,Julia Turc,3 months ago,0.0
0:0,Turn ANY Website into LLM Knowledge in Seconds - EVOLVED,Cole Medin,3 months ago,0.0
0:0,Beyond Prompt Injection: AI’s Real Security Gaps,MLSecOps,3 months ago,0.0
0:0,The 2025 AI Engineer Challenge,AI Makerspace,Streamed 3 months ago,0.0
0:0,"RAG: The 2025 Best-Practice Stack, Part II: Enterprise Production",AI Makerspace,Streamed 2 months ago,0.0
0:0,How DeepSeek exactly implemented Latent Attention | MLA + RoPE,Vizuara,3 months ago,0.0
0:0,Optimize RAG with AI Agents & Vector Databases,IBM Technology,3 months ago,0.0
0:0,"Stanford CS25: V5 I RL as a Co-Design of Product and Research, Karina Nguyen",Stanford Online,3 months ago,0.0
0:0,Meta AI did something WILD again... wtf is Next Concept Prediction?,bycloud,3 months ago,0.0
0:0,An Exploratory Empirical Study on Small Language Models for Function Calling,Richard Aragon,3 months ago,0.0
0:0,Surprising Performance of SMALL Qwen3-A3B MoE,Discover AI,3 months ago,0.0
0:0,Google A2A vs Anthropic MCP? (You NEED Both!),YourTechBud Codes,Streamed 3 months ago,0.0
0:0,Advanced Data Prep and Visualisation Techniques for Fine-tuning LLMs,Trelis Research,3 months ago,0.0
0:0,The Problem with GPT-4o Sycophancy,The AI Daily Brief: Artificial Intelligence News,3 months ago,0.0
0:0,Scrape ANY Site to Build AI Products in Minutes 💥 Amazon RecSys Tutorial💥,1littlecoder,3 months ago,0.0
0:0,How to Measure LLM Confidence: Logprobs & Structured Output,NeuralNine,3 months ago,0.0
0:0,Agentic Long-Term Memory for LLMs — Why Not to Rely on LangChain or Letta,Farzad (AI RoundTable),3 months ago,0.0
0:0,I Tested DeepAgent: What It Is And Why Everyone's Talking About It!,1littlecoder,3 months ago,0.0
0:0,I built a chatbot that can answer all the new AI concepts,bycloud,3 months ago,0.0
0:0,OrderedDict in Python is Awesome,Indently,3 months ago,0.0
0:0,RAG Meets AI Agents: Unlocking Agentic RAG with PydanticAI!,YourTechBud Codes,3 months ago,0.0
0:0,"Multimodal RAG - Chat with Text, Images and Tables",Prompt Engineering,3 months ago,0.0
0:0,Perception Models Powerful Models for Image and Video Perception,Richard Aragon,3 months ago,0.0
0:0,Building a Voice Agent: A Case Study,The AI Daily Brief: Artificial Intelligence News,3 months ago,0.0
0:0,Elijah ben Izzy - Build Production Ready AI Agents with Burr | PyData Global 2024,PyData,3 months ago,0.0
0:0,Akshay Ballal & Sonam Pankaj-The Memory Efficient Indexing for Vector Databases | PyData Global 2024,PyData,3 months ago,0.0
0:0,"Mark Moyou, PhD - Understanding the end-to-end LLM training and inference pipeline",PyData,3 months ago,0.0
0:0,Multi-Agents Become Smarter: The AI Dream Team,Discover AI,3 months ago,0.0
